product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros-✓Sounds Quality is good✓ Bass is good enough✓ Look is okay as per this price range ✓ All essential controls are provided✓ Backup is decentConsxx Bluetooth range is too short (even if you are walking by holding phone in your hand you will feel connection disturbances at all times)xx In case of battery get low it continuously gives you a voice signals in every 2 seconds I found its ver...",Mirzapur District,8 months ago,20,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,Great product.. I loved it.. As I was using level U.. This product is much more better than that.. Though battery life is just like 8hrs and bass like goosebumps... But when increased bass earplugs starts raddling.. Vibrate feature is awesome..,Bengaluru,8 months ago,20,10
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"Awesome product happy to have one.Good sound quality in medium volume, with equalizer app could complete the high bass sound. Battery last long 20 min of charge to enjoy whole day.Very light weight, Easy to carry,",Bhopal,8 months ago,24,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's bass quality & sounds is too good & battery backup also superb,Paschim Bardhaman District,1 month ago,27,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,"Amazing product   Sound quality was awesome, it has deep bass which I really wanted, I am really satisfied and battery backup was also nice and it also had fast charging facilities",Kolkata,7 months ago,34,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's sound quality but the build quality must be improved and they must give charging adaptor out of the box,Gorakhpur,8 months ago,20,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃,Ahmadnagar,8 months ago,24,5
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Excellent voice clarity superb bass for music lovers. Overall a very good product.,Singur,7 months ago,20,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,"This earphone is just awsome yaar , everything is just so perfect yaar just go for it blindly ,i tell you u cant find a best product at this price its awsome👌👌👌👌",Nalanda District,8 months ago,20,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super sound... Extra feature is call vibration.. Nice one.. Try it..,Arani Tiruvannamalai District,8 months ago,21,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,The product was good enough.. Stylish blur color with well designed earphones.. Coming to the specifications sound and bass was superb... Value for money... Batery backup is also good around 6 hours life.... No lag in PUBG... Highly satisfied but have to wait and see how long it works like this,Achampet,8 months ago,14,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Boat headset is very clear voice and bass is v good and plus point is fast charging 20 mint to 4 hrs batery backup... One of the best bluetooth headset....osmmm products,Yamunanagar,8 months ago,17,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,"A fine product i would say , well crafted design and good build quality ..  good fit and comfortable to wear ... enough bass to provide u good sound experience .. although not the most premium quality but still considering the price it's well ahead of it .. manages lows and highs well, sound mixing and good listening experience when it comes to music video and others ..the only CON i noticed was the microphone .. i think this device is not built for calling ... sometimes the voice is not eve...",Ajmer,7 months ago,11,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it,Vijayawada,8 months ago,13,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,Boat rockerz 235 v2 is the budget blutooth hearphone. All are very good performance only sound quality is slightly poor.. vibration and battery backup is the best part in this product. Bass also very great .. just lysric clearing not proper,Nandgaonpeth Midc,8 months ago,6,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,If you are a bass lover then blindly go for it . And I think 8 hours of backup is enough and 4 hours charge in 20 mins .what else we want . Superb,Hisar,8 months ago,5,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"Review after about 2months of usage.Before starting let me be clear, THIS DEVICE IS NOT FOR SERIOUS MUSIC LOVERS/AUDIOPHILES.I'm not gonna repeat the same technical aspects of it, you already know what's inside it. So...Coming to the sound, if you just love some BASS and heavy sounds this earphone will become your best buddy in no time. The volume on this is insane. I only use it at 20-30% max. It's very loud. So no complaints there.If you've used some premium earphone from brands lik...",Shivamogga,1 month ago,12,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Im a jbl user ..boat 235v2 battery is too good to stay 2 days..fast charging..bass is 5 of 5 but sound of vocal is 4 of 5.. mic is good ..although i bought this in 1299 ..in this range its good,Barrackpore,8 months ago,8,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,The boat 235v2 is really good it's sounds very clear and also good bass. If you think buy a Bluetooth headset go for It. Just sounds and battery backup is awesome.,Barasat,8 months ago,18,5
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,"Above from my expectation, after reading the review i opted for not to purchase this product but guys you won't believe it really work, too good sound quality, superb bass overall it is lovelly one....will make ur day sweet.......bass lover will loved it.This boat 235v2 is better than boult pro bass product coz i ordered both the earphone jst as to compare the quality and boat rockerz is jst uncomaprable...perfect tune...superb acaustic....voice calling is far better that boult earphone........",Pathardih,7 months ago,12,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,I brought this product as I was looking for a sweat proof headset for my workouts. I got it for 899 and I have to say that am pretty satisfied with the features and the quality that the headset has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!,Bengaluru,8 months ago,12,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Ti's is my first Bluetooth headset it is wonderful and color is more attractive and the sound quality is good and it is good product and value of money is 5star and battery is good,Bengaluru,9 months ago,12,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,Very decent look product. Give superb bass. Mic quality is okok. Design and build is superb. In this price range it worth it.,Surat,8 months ago,19,7
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Good quality and good product you have to take you will enjoy 👍😍 I just love it 🔥🔥🔥💞,Dharwad,8 months ago,18,6
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Awsome Sound Quality 5 * !!Bass Is Awsome 5* !!Degin is Good 3* !!Battery backup much Good 4* !!,Gorakhpur,8 months ago,11,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,It so nice but nickband so tall but otherwise is best headphone call vibraion and fast charging nice product.....,Namakkal,8 months ago,11,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of sound and connectivity will get in this price range. Last time I bought Boult ear buds and refunded due to charging issue and connectivity issue.  That sound was not as powerful as this Boat headphone provides. Really happy to advise all of you if are searching for Bluetooth headphones please go for it. You will get everything you are searching for.  Thanks Flipcart. And request all of you please go for only Indian Products.,Paschim Bardhaman District,8 months ago,14,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Very nice very satisfied and sound quality very good bass is excellent overall worth it,Pimpri Chinchwad,2 months ago,4,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect qs a product can be...and the best part is its mindblowing sound quality thunping my ears.....,Dhanbad,7 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,"I think for this price range, it's one of the best available in market. sound quality is good and loudness is nothing short of excellence. Bluetooth connectivity is too good. Satisfactory with looks and build quality, could have been better.",Chennai,7 months ago,4,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,i have ordered 2 headset reallyyyy awesome highly recommended for all good quality great supporting ear bud bass was veryyyy nyc,Tuticorin,8 months ago,4,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Perfect sound for the perfect priceI have been using it from three months everything is working good and best compare to another boat earphone. I just don't know why the company not issued any warranty for it.                          THANQ,Bengaluru,9 months ago,16,7
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,thanks flipkart its was a wonderful time that i got it.. its awesome .. n wonderful build stylish build.. well company has approved much n fantastic headset .. thanks to the company..,Tinsukia,8 months ago,8,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,awesome one  nice i buyed nurepublic headphons for my brother comparing with that boat headset is the best one but the battery backup is best in nu republic,Kaipamangalam,8 months ago,5,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"Best bluetooth headset in terms of bass, battery backup and fast charging,  this is only and only and only for listening songs, like while doing the workout ... but it is not meant for gaming and not even for watching videos cause I noticed a lot of lag,delay in delivering the audio,  if u want to play the games like pubg , pls dont go for it, and even the keypad tic tic sounds while typing are delayed for about a half a second , this headset is only for those people who ALWAYS LISTENS  TO mu...",East Godavari,8 months ago,5,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,"Build quality is similar ..but my parsonal experience build quality is not good but all over is good like battery ,sound quality .",Dakshin Santoshpur,8 months ago,18,10
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Wow what a great product for in this price Fabulous sound quality and Aowsome battery backup I love this earphone and thanks Flipkart or boAt...,Sambhal,8 months ago,14,6
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,I would divide it in pros and cons...Pros:-1-good built quality2-excellent fit3-balanced sound4-good batery backup5- wireless range is good acc to price6-passive noise isolation is also acceptable7- Treible is good Cons:-1- Low bass#Others are good but it is good for a price at which I have got it i.e.899 more than this is not worthy for it,Asansol,8 months ago,10,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,"Very sexy in look wise ... Awesome in this price range but boult audio curve is better option , good base and battery backup ..",Bareilly,8 months ago,10,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,It is good product i love it . Good sound quality and biuld quality. If you want to buy good headphones you ma try this👍👍👍👍👍💯💯💯,Tapi District,1 month ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Excellent sound is good very nice colour wonderful super i like it so much 😘😍😍,Pallipalayam,3 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Simply awesome,Just awesome better than any other in this price range.fitting is good and backup also good last for two days for a normal user...and wire lenght adjusting is awesome .you hve option to manage lenght of wire according to ur need..,Jehanabad,6 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Decent product and value for money. This is built with a very good design. The sound quality is medium and little low quality sound during calls and receiving calls. Not much of a bass sound quality effect. Overall a good product to go for in this price.,Bengaluru,8 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Good product battery backup was good and sound quality also good i loved it 😍,Bengaluru,8 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,They are really amazing worth of money nd sounds good while hearing songs. I'm satisfied with the product too much ?. Thank you...,Amravati,8 months ago,3,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,"Sound for listening music is sufficient and balanced sound for light user, bass is normal not a very high bass. Having distorted while making a call. But also a positive sign that is a battery backup, company provides 8hr battery backup and that's true, battery backup is very good at this price. Overall at this budget price range this boat 235v2 Bluetooth Headphone is good and value for money.",Mumbai,8 months ago,9,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Superb Product Awesome bass Awesome battery backup & fast charging excellent Bluetooth connectivity All over 5/5.....👌,Surat,8 months ago,10,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,sound quality is good. but earbuds are a bit rough.but ok. bass is good. build quality is what I like the most. battery backup is also nice. overall a good product. worth for your money delivery is a bit late and could be fast,Visakhapatnam,8 months ago,11,6
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,"The Boat rockerz 235v2 is really a good wireless earphone,The build quality is awesome 👌👍The bass is very good and the most interesting part of this device is the call vibration.Thankyou boat for this good features.",Ahmedabad,8 months ago,11,5
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Nice product...good sound and bass... And need to  some improvement in wire design...wire design should be flat type ....Overall good product...I am happy now.😁😁,Gandhidham,2 months ago,6,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,It is a nice product with good sound quality good treble and good bass i like it very much thanks boat for this beautiful product with budget friendly price,Kozhikode,8 months ago,6,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Finally got boAt 235 v2 ... Everything is nice ...Money worth it.... Charging is so good .....●i suggest to people to take a this product is best for normal uses...●my suggestions for boAt company to pls  Add some extra bass in boAt 235v2,Valia,8 months ago,7,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Good product at this prize good sound good base must buy,Yadadri District,"Feb, 2020",7,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Utterly Disappointed,"Not so comfortable to wear and ear started paining after 5 min of use and music is not so clear we feel like hearing a radio,",Hubballi,8 months ago,15,11
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,Almost all good bass ok not more then JBL and real me but ok soft bass like it and one more thing headset earbuds  not nice not comfort to listen long time just for 30mins ok and not comfortable with earsbuds  design not nice boat 255 is the best design earbuds overall i will give rate for boat Rocker 235v2 ( 8/10 rating),Karimnagar,8 months ago,14,9
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,"I got this earphone right now everything was ok but when i plugged in charging led light was not working it was really low when i saw it properly , I don't know if this is with my piece only or led is low .",Saran District,8 months ago,14,10
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Bad quality,The earphones are very good if you are looking at buying one for listening to music. Please look for other options if you intend to make calls as well. The microphone is not great and the person on the other side of the call will not be able to hear you clearly,Bengaluru,8 months ago,10,6
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Bad quality,"Some times buttons not workingSome times incoming call voice not activating we need to disconnect and reconnect again..Battery is excellent almost 3days backup for callsCharging very fast few minutes onlyBass level and sound clarity is good. Vibration while call waiting is irritating, not need this future Finally i will give only ⭐⭐ for this product.",Hyderabad,1 month ago,4,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,"Brilliant earphones,,    With extraordinary battery backup. I didn't expect this much.  Supremely tuned sound. Hifi bass.     Balanced stereo sound. Go for it.                           Thank you.",Kolkata,7 months ago,4,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,"Sound is really good seeing the price range..I got it for 899/-, so happy with the quality. Previously using Mivi Thunderbeats with 13mm drivers, so it now feels a little low in sound now..bt if u see the price(at 899) its a good package. Bt yes I noticed the call quality is not so good. The other person on the call can't hear my every word properly. Using Boat Basshead wired also, bt this prblm is not there with that.",Anugul,8 months ago,5,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Everything good i order same product just because of quality and backup and best fitting everything is nice and also good sound quality in this budget thanks flipkart,Bidhan Nagar,8 months ago,5,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,"This is my first neckband earphone, i am really surprised for this product and truly happy good quality, nice sound and build quality is very well.. Really happy 😊",Mubarakpur,8 months ago,6,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,It's works fine and superb with this budget. Only thing is it will not compatible for PUBG game you will get the sound later for every action. Ex. You get the enemies foots sound after arrival means later.,Bengaluru,1 month ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,I bought it for my mom and it's good.....well just good nothing more there are some issues but they can be neglected considering the price so if someone is on a tight budget then this is good or else I will recommend to go for oneplus bullets z earphone they are far better than these.,Kolkata,1 month ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Beat product for normal people for class office work and song streaming ....Sound quality osm : no vibration or cracks with highest volume also...Battery back up good : with morning 100% charge last till night on continues useing ... Experience of 3 months ...Hardware : has been fallen from 4 to 5 feet 3 to 4 times all is fine Vibration : the vibration when we get call the band near the neck vibrates not so harsh so it's goood Best part : connects 2 device at a time which will help ...,Haveri,1 month ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Awesome product. Value for money. Good sound quality with better bass. Best thing is battery backup it last up to 12 to 14 hrs in single charge. Surely suggested......👍,Dondaicha Warwade,1 month ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,"Good quality sound output from the earphones. Battery backup is good as per product specification do meets the exact backup time. Reacharge also won't take much time. Only thing I found little bit bad was the thin wires used. If you are a tough user go for flat wired type boat models, this one could break if not used safely and softly. Good product.",Thiruvananthapuram,1 month ago,2,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,"Good product,  I liked ,decent sound quality, good battery backup. Charging port is not in proper place  it should have been in different place. Call  quality is good. Thanks Flipkart",Bangalore,8 months ago,2,0
